"id","sex","y_birth","innvandringsgrunn"
"P000618272","0",2007,"FAMM"
"P000618370","0",2006,"UTD"
"P000618373","1",2006,"FAMM"
"P000618383","1",2004,"UTD"
"P000618386","1",2008,"FAMM"
"P000618391","1",2006,"UTD"
"P000618413","0",2006,"UTD"
"P000618434","0",2009,"FAMM"
"P000618613","0",2001,"FAMM"
"P000618615","0",2006,"UTD"
"P000618651","1",2006,"FAMM"
"P000618656","0",2007,"UTD"
"P000618672","1",2005,"UTD"
"P000618675","0",2006,"UTD"
"P000618733","0",2007,"FAMM"
"P000618761","1",2008,"UTD"
"P000618788","0",2005,"FAMM"
"P000618799","1",2003,"UTD"
"P000618897","1",2008,"FAMM"
"P000618942","0",2009,"UTD"
"P000618944","1",2006,"UTD"
"P000619047","0",2010,"UKJ"
"P000619066","1",2004,"UTD"
"P000619094","0",2007,"UTD"
"P000619097","1",2000,"FAMM"
"P000619171","1",2005,"FAMM"
"P000619181","1",2005,"FAMM"
"P000619191","1",2009,"UTD"
"P000619272","0",2002,"FAMM"
"P000619279","1",2008,"FAMM"
"P000619280","1",2000,"FAMM"
"P000619288","0",2008,"FAMM"
"P000619336","0",2007,"FAMM"
"P000619345","1",2002,"FAMM"
"P000619448","0",2003,"FAMM"
"P000619454","1",2003,"UTD"
"P000619458","1",2001,"FAMM"
"P000619515","0",2003,"UTD"
"P000619612","1",2001,"UTD"
"P000619631","1",2004,"UTD"
"P000619644","1",2001,"UTD"
"P000619656","1",2000,"UTD"
"P000619693","0",2001,"UTD"
"P000619696","1",2000,"FAMM"
"P000619720","1",2008,"UTD"
"P000619721","0",2009,"UTD"
"P000619806","0",2004,"FAMM"
"P000619850","1",2000,"FAMM"
"P000619883","1",2006,"UTD"
"P000619893","1",2006,"UTD"
"P000619919","1",2003,"UTD"
"P000619973","1",2005,"FAMM"
"P000619981","1",2005,"FAMM"
"P000620098","0",2004,"FAMM"
"P000620125","0",2001,"FAMM"
"P000620138","0",2006,"FAMM"
"P000620142","1",2006,"FAMM"
"P000620237","1",2003,"UTD"
"P000620249","0",2001,"FAMM"
"P000620314","1",2008,"FAMM"
"P000620321","0",2002,"UTD"
"P000620349","1",2004,"FAMM"
"P000620407","1",2001,"FAMM"
"P000620517","0",2006,"FAMM"
"P000620523","1",2006,"UTD"
"P000620531","0",2006,"UTD"
"P000620538","1",2002,"UTD"
"P000620568","0",2007,"UTD"
"P000620591","0",2005,"UTD"
"P000620593","1",2003,"UTD"
"P000620606","0",2001,"UTD"
"P000620626","0",2008,"UTD"
"P000620654","1",2005,"FAMM"
"P000620676","1",2004,"FAMM"
"P000620721","0",2008,"UTD"
"P000620812","1",2013,"UKJ"
"P000620872","1",2008,"UTD"
"P000620889","0",2006,"UTD"
"P000620911","0",2002,"UTD"
"P000620936","1",2008,"UTD"
"P000620961","0",2005,"UTD"
"P000620987","0",2001,"UTD"
"P000621045","0",2002,"FAMM"
"P000621066","1",2008,"UTD"
"P000621098","0",2005,"UTD"
"P000621112","0",2000,"UTD"
"P000621121","0",2005,"FAMM"
"P000621155","1",2009,"UTD"
"P000621198","0",2004,"FAMM"
"P000621201","1",2015,"ARB"
"P000621246","0",2007,"UTD"
"P000621251","0",2001,"FAMM"
"P000621297","1",2004,"UTD"
"P000621300","1",2005,"FAMM"
"P000621305","1",2005,"FAMM"
"P000621315","0",2004,"FAMM"
"P000621346","0",2002,"UTD"
"P000621404","0",2000,"FAMM"
"P000621430","0",2003,"UTD"
"P000621516","0",2004,"UTD"
"P000621531","0",2006,"UTD"
"P000621584","1",2001,"FAMM"
"P000621668","0",2004,"UTD"
"P000621687","1",2005,"UTD"
"P000621742","0",2003,"FAMM"
"P000621755","1",2002,"UTD"
"P000621797","1",2001,"UTD"
"P000621804","1",2000,"UTD"
"P000621806","1",2000,"UTD"
"P000621807","0",2005,"FAMM"
"P000621811","0",2002,"FAMM"
"P000621866","1",2003,"FAMM"
"P000621872","0",2004,"UTD"
"P000621873","0",2006,"UTD"
"P000621892","1",2008,"FAMM"
"P000621900","1",2000,"FAMM"
"P000621929","1",2006,"UTD"
"P000621983","0",2003,"UTD"
"P000621990","0",2000,"FAMM"
"P000622012","0",2007,"UTD"
"P000622045","1",2000,"FAMM"
"P000622083","0",2004,"FAMM"
"P000622096","0",2001,"FAMM"
"P000622122","1",2008,"UTD"
"P000622138","0",2005,"FAMM"
"P000622181","0",2002,"UTD"
"P000622251","0",2002,"UTD"
"P000622264","0",2004,"UTD"
"P000622266","1",2008,"FAMM"
"P000622270","0",2004,"UTD"
"P000622290","0",2003,"UTD"
"P000622293","0",2004,"UTD"
"P000622360","0",2002,"FAMM"
"P000622433","1",2008,"FAMM"
"P000622436","1",2006,"UTD"
"P000622456","1",2001,"FAMM"
"P000622509","0",2000,"FAMM"
"P000622531","1",2003,"FAMM"
"P000622572","1",2006,"UTD"
"P000622611","0",2008,"FAMM"
"P000622651","0",2003,"FAMM"
"P000622720","1",2002,"FAMM"
"P000622759","0",2005,"UTD"
"P000622761","1",2006,"UTD"
"P000622822","0",2003,"UTD"
"P000622836","0",2001,"FAMM"
"P000622855","1",2002,"UTD"
"P000622870","1",2001,"FAMM"
"P000622893","0",2001,"UTD"
"P000622913","0",2008,"UTD"
"P000622932","0",2000,"FAMM"
"P000622974","0",2008,"UTD"
"P000623001","0",2001,"FAMM"
"P000623010","0",2001,"FAMM"
"P000623029","0",2006,"FAMM"
"P000623144","0",2007,"UTD"
"P000623161","0",2008,"UTD"
"P000623175","1",2003,"UTD"
"P000623245","0",2006,"FAMM"
"P000623288","0",2001,"FAMM"
"P000623347","1",2008,"FAMM"
"P000623392","1",2003,"UTD"
"P000623437","0",2002,"FAMM"
"P000623471","0",2001,"UTD"
"P000623487","0",2007,"FAMM"
"P000623525","0",2006,"UTD"
"P000623526","0",2009,"UTD"
"P000623604","1",2006,"UTD"
"P000623614","0",2004,"FAMM"
"P000623616","1",2000,"UTD"
"P000623627","0",2008,"FAMM"
"P000623632","0",2008,"UTD"
"P000623656","0",2003,"UTD"
"P000623736","1",2002,"UTD"
"P000623755","1",2007,"FAMM"
"P000623831","1",2002,"UTD"
"P000623893","0",2007,"FAMM"
"P000623902","1",2007,"UTD"
"P000623909","0",2007,"FAMM"
"P000624016","1",2001,"FAMM"
"P000624164","1",2002,"FAMM"
"P000624202","0",2002,"FAMM"
"P000624207","0",2002,"FAMM"
"P000624218","1",2002,"UTD"
"P000624232","1",2005,"UTD"
"P000624240","0",2007,"UTD"
"P000624260","0",2007,"UTD"
"P000624362","1",2000,"UTD"
"P000624363","1",2008,"UTD"
"P000624370","0",2005,"FAMM"
"P000624389","0",2008,"UTD"
"P000624392","0",2007,"UTD"
"P000624393","0",2005,"UTD"
"P000624397","0",2001,"UTD"
"P000624414","0",2009,"UTD"
"P000624469","1",2004,"FAMM"
"P000624473","0",2003,"UTD"
"P000624475","0",2006,"UTD"
"P000624476","1",2000,"FAMM"
"P000624537","1",2008,"FAMM"
"P000624595","1",2005,"UTD"
"P000624604","1",2009,"UTD"
"P000624622","1",2008,"UTD"
"P000624782","0",2012,"UKJ"
"P000624811","0",2004,"UTD"
"P000624820","0",2002,"UTD"
"P000624897","0",2007,"FAMM"
"P000624951","0",2005,"UTD"
"P000624972","1",2008,"FAMM"
"P000624981","1",2015,"ARB"
"P000624985","0",2002,"FAMM"
"P000624988","1",2005,"UTD"
"P000625001","0",2005,"UTD"
"P000625077","0",2008,"FAMM"
"P000625151","0",2006,"UTD"
"P000625166","0",2006,"UTD"
"P000625190","1",2007,"UTD"
"P000625216","1",2009,"FAMM"
"P000625280","1",2004,"UTD"
"P000625283","0",2008,"UTD"
"P000625304","0",2002,"UTD"
"P000625324","0",2000,"FAMM"
"P000625342","0",2006,"UTD"
"P000625359","1",2000,"FAMM"
"P000625413","0",2004,"UTD"
"P000625474","1",2007,"UTD"
"P000625534","1",2006,"FAMM"
"P000625557","1",2007,"UTD"
"P000625558","1",2003,"FAMM"
"P000625562","0",2006,"FAMM"
"P000625618","1",2009,"UTD"
"P000625651","1",2005,"UTD"
"P000625724","1",2003,"UTD"
"P000625727","0",2005,"UTD"
"P000625761","1",2006,"FAMM"
"P000625762","1",2004,"UTD"
"P000625796","1",2000,"FAMM"
"P000625825","1",2003,"UTD"
"P000625838","0",2008,"UTD"
"P000625861","1",2005,"FAMM"
"P000625883","1",2006,"UTD"
"P000625890","1",2007,"UTD"
"P000625891","1",2017,"NRD"
"P000625984","1",2006,"UTD"
"P000625988","1",2006,"UTD"
"P000626021","0",2006,"FAMM"
"P000626089","0",2000,"FAMM"
"P000626273","0",2002,"FAMM"
"P000626301","0",2009,"FAMM"
"P000626312","1",2009,"FAMM"
"P000626359","1",2000,"FAMM"
"P000626384","0",2008,"FAMM"
"P000626412","1",2005,"UTD"
"P000626426","0",2004,"FAMM"
"P000626464","0",2007,"FAMM"
"P000626474","0",2002,"FAMM"
"P000626512","0",2003,"UTD"
"P000626520","1",2002,"FAMM"
"P000626541","1",2002,"FAMM"
"P000626563","0",2002,"FAMM"
"P000626603","0",2000,"UTD"
"P000626614","0",2011,"NRD"
"P000626644","0",2005,"UTD"
"P000626682","1",2006,"UTD"
"P000626708","0",2001,"FAMM"
"P000626771","0",2008,"UTD"
"P000626775","1",2007,"FAMM"
"P000626790","1",2006,"UTD"
"P000626801","1",2007,"FAMM"
"P000626846","0",2001,"UTD"
"P000626866","1",2005,"FAMM"
"P000626912","0",2007,"FAMM"
"P000626925","0",2009,"FAMM"
"P000626994","0",2010,"ARB"
"P000627022","1",2003,"UTD"
"P000627059","1",2006,"FAMM"
"P000627147","1",2005,"FAMM"
"P000627181","1",2000,"UTD"
"P000627225","0",2009,"UTD"
"P000627238","1",2002,"UTD"
"P000627293","0",2000,"UTD"
"P000627368","1",2005,"UTD"
"P000627376","0",2003,"UTD"
"P000627423","0",2005,"UTD"
"P000627429","0",2002,"FAMM"
"P000627431","1",2002,"UTD"
"P000627506","1",2008,"UTD"
"P000627532","1",2008,"FAMM"
"P000627649","1",2009,"FAMM"
"P000627721","1",2000,"UTD"
"P000627728","1",2004,"FAMM"
"P000627817","0",2005,"UTD"
"P000627822","1",2005,"FAMM"
"P000627837","1",2006,"FAMM"
"P000627912","1",2000,"FAMM"
"P000627936","1",2009,"UTD"
"P000627939","0",2001,"FAMM"
"P000627973","1",2005,"FAMM"
"P000627975","0",2002,"UTD"
"P000628010","1",2004,"UTD"
"P000628057","0",2005,"FAMM"
"P000628071","0",2010,"NRD"
"P000628082","0",2005,"UTD"
"P000628139","1",2000,"FAMM"
"P000628180","0",2005,"FAMM"
"P000628219","1",2002,"UTD"
"P000628232","1",2001,"UTD"
"P000628242","0",2002,"UTD"
"P000628269","1",2003,"FAMM"
"P000628314","1",2002,"UTD"
"P000628381","1",2000,"FAMM"
"P000628397","1",2004,"FAMM"
"P000628398","0",2002,"FAMM"
"P000628399","0",2000,"UTD"
"P000628410","1",2009,"UTD"
"P000628419","0",2009,"FAMM"
"P000628485","1",2008,"FAMM"
"P000628502","0",2007,"FAMM"
"P000628523","1",2008,"UTD"
"P000628558","0",2007,"UTD"
"P000628612","0",2005,"UTD"
"P000628638","1",2000,"FAMM"
"P000628718","0",2008,"FAMM"
"P000628732","1",2006,"FAMM"
"P000628830","1",2003,"FAMM"
"P000628846","1",2009,"FAMM"
"P000628848","0",2007,"UTD"
"P000628891","1",2002,"UTD"
"P000628963","1",2000,"UTD"
"P000628969","0",2002,"FAMM"
"P000628973","1",2003,"UTD"
"P000629011","1",2009,"UTD"
"P000629049","0",2004,"FAMM"
"P000629053","1",2002,"FAMM"
"P000629071","1",2004,"FAMM"
"P000629116","1",2003,"UTD"
"P000629220","1",2004,"FAMM"
"P000629232","1",2002,"UTD"
"P000629246","0",2001,"UTD"
"P000629252","0",2005,"FAMM"
"P000629289","0",2000,"FAMM"
"P000629305","1",2007,"FAMM"
"P000629310","1",2000,"UTD"
"P000629377","1",2006,"UTD"
"P000629402","0",2001,"UTD"
"P000629451","1",2000,"FAMM"
"P000629473","0",2009,"FAMM"
"P000629488","0",2000,"UTD"
"P000629602","0",2000,"FAMM"
"P000629631","0",2007,"FAMM"
"P000629705","1",2007,"UTD"
"P000629712","0",2002,"UTD"
"P000629718","1",2000,"FAMM"
"P000629752","1",2006,"FAMM"
"P000629850","0",2009,"FAMM"
"P000629920","0",2007,"UTD"
"P000629941","1",2007,"FAMM"
"P000629957","0",2009,"UTD"
"P000629959","1",2003,"UTD"
"P000630030","1",2007,"UTD"
"P000630090","1",2007,"FAMM"
"P000630128","1",2009,"FAMM"
"P000630149","0",2004,"UTD"
"P000630205","0",2007,"FAMM"
"P000630250","0",2003,"FAMM"
"P000630256","1",2001,"FAMM"
"P000630264","0",2008,"FAMM"
"P000630271","1",2005,"FAMM"
"P000630294","1",2008,"UTD"
"P000630325","1",2007,"FAMM"
"P000630327","1",2000,"UTD"
"P000630444","1",2005,"FAMM"
"P000630467","1",2007,"FAMM"
"P000630531","0",2009,"UTD"
"P000630559","0",2006,"UTD"
"P000630561","0",2004,"UTD"
"P000630594","1",2005,"UTD"
"P000630604","1",2006,"FAMM"
"P000630676","1",2007,"FAMM"
"P000630696","1",2007,"UTD"
"P000630876","1",2004,"UTD"
"P000630883","0",2000,"UTD"
"P000630924","0",2002,"UTD"
"P000630939","0",2006,"UTD"
"P000630948","1",2004,"FAMM"
"P000630957","1",2004,"FAMM"
"P000630960","0",2000,"UTD"
"P000631044","0",2009,"FAMM"
"P000631074","1",2008,"FAMM"
"P000631079","0",2001,"FAMM"
"P000631114","0",2016,"UKJ"
"P000631217","1",2001,"UTD"
"P000631231","0",2009,"FAMM"
"P000631239","1",2002,"FAMM"
"P000631243","0",2000,"UTD"
"P000631259","1",2000,"UTD"
"P000631269","0",2004,"FAMM"
"P000631338","0",2002,"FAMM"
"P000631391","1",2000,"UTD"
"P000631393","1",2009,"FAMM"
"P000631414","1",2003,"FAMM"
"P000631430","1",2008,"UTD"
"P000631431","1",2000,"UTD"
"P000631439","0",2008,"UTD"
"P000631452","1",2000,"FAMM"
"P000631546","1",2003,"FAMM"
"P000631609","1",2001,"UTD"
"P000631706","0",2006,"UTD"
"P000631714","1",2005,"UTD"
"P000631722","0",2007,"UTD"
"P000631769","0",2007,"FAMM"
"P000631790","1",2008,"FAMM"
"P000631791","1",2002,"UTD"
"P000631855","1",2000,"UTD"
"P000631859","1",2006,"UTD"
"P000631908","1",2000,"UTD"
"P000631931","1",2008,"FAMM"
"P000631977","0",2004,"FAMM"
"P000631982","1",2008,"UTD"
"P000631988","1",2006,"FAMM"
"P000631998","0",2005,"FAMM"
"P000632034","0",2008,"FAMM"
"P000632042","0",2002,"FAMM"
"P000632054","0",2008,"FAMM"
"P000632130","1",2000,"FAMM"
"P000632157","0",2009,"UTD"
"P000632201","1",2001,"FAMM"
"P000632211","0",2009,"FAMM"
"P000632213","1",2004,"FAMM"
"P000632214","0",2004,"UTD"
"P000632225","0",2006,"UTD"
"P000632229","0",2000,"UTD"
"P000632254","1",2001,"UTD"
"P000632279","1",2006,"FAMM"
"P000632295","0",2003,"UTD"
"P000632322","1",2007,"FAMM"
"P000632326","0",2007,"UTD"
"P000632345","0",2002,"UTD"
"P000632361","0",2003,"UTD"
"P000632367","0",2003,"UTD"
"P000632375","1",2007,"UTD"
"P000632503","1",2007,"FAMM"
"P000632550","1",2008,"UTD"
"P000632556","1",2000,"FAMM"
"P000632604","0",2004,"FAMM"
"P000632649","1",2001,"UTD"
"P000632699","0",2008,"FAMM"
"P000632842","0",2003,"FAMM"
"P000632846","0",2008,"UTD"
"P000632910","0",2000,"FAMM"
"P000632965","1",2002,"FAMM"
"P000632996","0",2006,"FAMM"
"P000633013","1",2008,"FAMM"
"P000633036","0",2000,"FAMM"
"P000633045","0",2002,"UTD"
"P000633089","0",2008,"UTD"
"P000633132","0",2000,"FAMM"
"P000633157","0",2003,"FAMM"
"P000633162","1",2000,"FAMM"
"P000633171","1",2003,"FAMM"
"P000633251","1",2001,"FAMM"
"P000633294","0",2006,"FAMM"
"P000633407","1",2008,"FAMM"
"P000633432","0",2004,"FAMM"
"P000633460","0",2004,"UTD"
"P000633465","1",2004,"FAMM"
"P000633479","1",2004,"UTD"
"P000633509","0",2008,"UTD"
"P000633514","0",2006,"UTD"
"P000633543","1",2006,"FAMM"
"P000633681","0",2006,"UTD"
"P000633747","1",2009,"UTD"
"P000633753","0",2003,"UTD"
"P000633759","0",2009,"UTD"
"P000633777","0",2006,"UTD"
"P000633804","1",2006,"FAMM"
"P000633821","1",2000,"UTD"
"P000633830","1",2002,"FAMM"
"P000633832","0",2009,"UTD"
"P000633940","0",2003,"UTD"
"P000633962","0",2000,"UTD"
"P000633992","1",2005,"FAMM"
"P000634008","0",2007,"FAMM"
"P000634113","1",2002,"UTD"
"P000634142","0",2001,"UTD"
"P000634155","0",2001,"UTD"
"P000634207","1",2006,"FAMM"
"P000634282","1",2007,"FAMM"
"P000634371","0",2008,"FAMM"
"P000634381","0",2013,"NRD"
"P000634447","0",2002,"FAMM"
"P000634527","1",2008,"FAMM"
"P000634539","1",2004,"FAMM"
"P000634592","0",2001,"UTD"
"P000634649","1",2008,"FAMM"
"P000634659","1",2007,"UTD"
"P000634702","0",2005,"UTD"
"P000634759","1",2003,"FAMM"
"P000634765","0",2005,"UTD"
"P000634783","0",2007,"FAMM"
"P000634816","0",2005,"FAMM"
"P000634835","1",2006,"FAMM"
"P000634850","0",2000,"FAMM"
"P000634853","0",2006,"FAMM"
"P000634876","1",2009,"UTD"
"P000634891","0",2004,"FAMM"
"P000634926","0",2004,"FAMM"
"P000634992","1",2007,"UTD"
"P000635034","0",2003,"FAMM"
"P000635058","0",2000,"UTD"
"P000635123","1",2001,"FAMM"
"P000635172","1",2004,"UTD"
"P000635203","1",2007,"UTD"
"P000635204","1",2003,"FAMM"
"P000635374","1",2004,"FAMM"
"P000635378","0",2001,"FAMM"
"P000635383","1",2002,"FAMM"
"P000635478","1",2003,"FAMM"
"P000635546","1",2000,"FAMM"
"P000635559","0",2008,"FAMM"
"P000635564","1",2009,"UTD"
"P000635638","0",2001,"UTD"
"P000635663","0",2006,"UTD"
"P000635668","1",2008,"UTD"
"P000635698","0",2003,"UTD"
"P000635865","0",2013,"NRD"
"P000635946","1",2002,"FAMM"
"P000635959","1",2003,"FAMM"
"P000636075","1",2003,"FAMM"
"P000636167","0",2000,"FAMM"
"P000636199","1",2015,"NRD"
"P000636224","1",2000,"FAMM"
"P000636234","1",2000,"UTD"
"P000636291","0",2008,"FAMM"
"P000636301","1",2006,"UTD"
"P000636332","1",2000,"UTD"
"P000636499","1",2002,"FAMM"
"P000636562","0",2006,"FAMM"
"P000636599","1",2006,"UTD"
"P000636750","0",2000,"UTD"
"P000636823","0",2000,"FAMM"
"P000636846","0",2005,"UTD"
"P000636850","0",2005,"UTD"
"P000636866","1",2005,"UTD"
"P000636869","0",2001,"UTD"
"P000636880","0",2009,"UTD"
"P000636904","1",2002,"UTD"
"P000636915","0",2000,"FAMM"
"P000636932","1",2005,"FAMM"
"P000636957","0",2005,"UTD"
"P000636966","0",2003,"UTD"
"P000636983","1",2005,"FAMM"
"P000637028","0",2007,"FAMM"
"P000637037","1",2008,"UTD"
"P000637113","0",2005,"FAMM"
"P000637135","1",2006,"UTD"
"P000637147","0",2001,"FAMM"
"P000637221","0",2009,"UTD"
"P000637228","1",2006,"FAMM"
"P000637236","1",2000,"UTD"
"P000637288","1",2008,"UTD"
"P000637334","0",2005,"FAMM"
"P000637339","1",2004,"FAMM"
"P000637358","0",2007,"FAMM"
"P000637382","1",2008,"FAMM"
"P000637422","0",2000,"FAMM"
"P000637453","1",2007,"UTD"
"P000637494","0",2009,"UTD"
"P000637563","1",2003,"FAMM"
"P000637603","0",2002,"FAMM"
"P000637664","1",2004,"FAMM"
"P000637705","0",2001,"UTD"
"P000637740","0",2000,"FAMM"
"P000637753","1",2000,"UTD"
"P000637798","1",2000,"UTD"
"P000637821","0",2002,"FAMM"
"P000637839","1",2007,"UTD"
"P000637899","1",2009,"UTD"
"P000637915","1",2008,"FAMM"
"P000637920","1",2008,"FAMM"
"P000637928","1",2006,"UTD"
"P000638056","1",2000,"UTD"
"P000638064","1",2003,"FAMM"
"P000638155","0",2006,"FAMM"
"P000638172","1",2006,"FAMM"
"P000638193","1",2009,"UTD"
"P000638336","1",2002,"FAMM"
"P000638349","0",2000,"FAMM"
"P000638372","1",2001,"FAMM"
"P000638459","1",2005,"UTD"
"P000638464","1",2006,"FAMM"
"P000638499","0",2005,"UTD"
"P000638560","0",2007,"UTD"
"P000638627","0",2005,"FAMM"
"P000638644","1",2008,"FAMM"
"P000638677","1",2001,"UTD"
"P000638756","0",2007,"UTD"
"P000638782","1",2001,"FAMM"
"P000638810","1",2003,"FAMM"
"P000638845","1",2009,"UTD"
"P000638900","1",2005,"FAMM"
"P000638911","0",2000,"FAMM"
"P000638958","0",2004,"UTD"
"P000639007","1",2001,"UTD"
"P000639022","0",2006,"UTD"
"P000639037","0",2003,"FAMM"
"P000639047","1",2005,"UTD"
"P000639079","1",2006,"FAMM"
"P000639092","1",2001,"UTD"
"P000639129","1",2006,"FAMM"
"P000639135","0",2008,"UTD"
"P000639149","0",2004,"UTD"
"P000639170","1",2006,"UTD"
"P000639210","0",2004,"FAMM"
"P000639244","1",2008,"UTD"
"P000639248","1",2003,"FAMM"
"P000639283","1",2001,"FAMM"
"P000639303","1",2007,"FAMM"
"P000639352","0",2002,"UTD"
"P000639372","0",2005,"FAMM"
"P000639386","0",2009,"FAMM"
"P000639449","0",2009,"UTD"
"P000639454","1",2009,"FAMM"
"P000639533","1",2000,"UTD"
"P000639537","0",2004,"UTD"
"P000639565","1",2004,"UTD"
"P000639623","0",2000,"FAMM"
"P000639671","0",2004,"UTD"
"P000639674","1",2003,"FAMM"
"P000639723","0",2007,"FAMM"
"P000639743","1",2000,"UTD"
"P000639769","1",2004,"UTD"
"P000639788","1",2006,"FAMM"
"P000639841","1",2007,"UTD"
"P000639861","0",2006,"UTD"
"P000639899","0",2006,"FAMM"
"P000639903","0",2001,"UTD"
"P000639908","0",2002,"UTD"
"P000639914","0",2006,"FAMM"
"P000639924","0",2003,"UTD"
"P000639937","0",2006,"UTD"
"P000639943","0",2009,"FAMM"
"P000639972","1",2009,"FAMM"
"P000640044","1",2003,"FAMM"
"P000640067","0",2009,"UTD"
"P000640074","1",2005,"FAMM"
"P000640076","1",2008,"FAMM"
"P000640090","0",2002,"FAMM"
"P000640232","0",2009,"UTD"
"P000640315","0",2003,"FAMM"
"P000640335","0",2003,"UTD"
"P000640352","1",2003,"FAMM"
"P000640420","0",2015,"ARB"
"P000640465","1",2007,"UTD"
"P000640481","1",2002,"FAMM"
"P000640523","0",2002,"FAMM"
"P000640540","1",2007,"UTD"
"P000640604","1",2003,"UTD"
"P000640757","0",2003,"FAMM"
"P000640783","1",2006,"FAMM"
"P000640785","0",2007,"UTD"
"P000640786","0",2001,"UTD"
"P000640792","1",2000,"UTD"
"P000640856","0",2006,"UTD"
"P000640869","0",2009,"FAMM"
"P000640924","1",2000,"UTD"
"P000641018","1",2008,"UTD"
"P000641037","0",2003,"FAMM"
"P000641079","0",2004,"FAMM"
"P000641107","0",2008,"UTD"
"P000641111","1",2004,"UTD"
"P000641132","0",2003,"FAMM"
"P000641146","1",2008,"UTD"
"P000641153","0",2006,"UTD"
"P000641229","1",2004,"UTD"
"P000641268","0",2003,"FAMM"
"P000641316","1",2005,"UTD"
"P000641332","1",2000,"UTD"
"P000641357","1",2006,"UTD"
"P000641392","1",2008,"FAMM"
"P000641481","0",2003,"UTD"
"P000641551","1",2003,"UTD"
"P000641566","1",2001,"FAMM"
"P000641587","1",2005,"UTD"
"P000641638","0",2004,"UTD"
"P000641643","1",2003,"UTD"
"P000641683","0",2001,"UTD"
"P000641698","0",2003,"UTD"
"P000641735","0",2002,"UTD"
"P000641768","1",2002,"FAMM"
"P000641797","0",2002,"FAMM"
"P000641798","1",2008,"FAMM"
"P000641812","1",2000,"FAMM"
"P000641950","1",2002,"FAMM"
"P000641980","0",2009,"FAMM"
"P000641986","0",2009,"FAMM"
"P000642004","1",2005,"UTD"
"P000642035","0",2004,"UTD"
"P000642083","1",2005,"FAMM"
"P000642147","0",2001,"FAMM"
"P000642156","0",2002,"FAMM"
"P000642157","0",2008,"FAMM"
"P000642161","1",2007,"UTD"
"P000642174","0",2000,"UTD"
"P000642195","1",2008,"UTD"
"P000642235","1",2007,"FAMM"
"P000642254","1",2003,"FAMM"
"P000642390","1",2001,"UTD"
"P000642392","1",2002,"UTD"
"P000642394","0",2003,"FAMM"
"P000642440","1",2005,"FAMM"
"P000642450","0",2001,"UTD"
"P000642451","1",2009,"UTD"
"P000642466","0",2001,"FAMM"
"P000642499","1",2000,"UTD"
"P000642514","1",2006,"FAMM"
"P000642547","0",2000,"FAMM"
"P000642591","0",2008,"FAMM"
"P000642604","1",2007,"FAMM"
"P000642640","0",2008,"UTD"
"P000642644","1",2002,"FAMM"
"P000642655","0",2005,"UTD"
"P000642667","1",2006,"FAMM"
"P000642669","1",2008,"UTD"
"P000642733","1",2009,"UTD"
"P000642757","0",2002,"UTD"
"P000642904","0",2007,"UTD"
"P000642910","0",2018,"NRD"
"P000642932","0",2007,"UTD"
"P000642939","0",2005,"FAMM"
"P000642990","0",2008,"FAMM"
"P000643003","0",2009,"FAMM"
"P000643070","1",2002,"FAMM"
"P000643100","1",2003,"UTD"
"P000643160","0",2003,"FAMM"
"P000643168","1",2003,"FAMM"
"P000643172","0",2004,"UTD"
"P000643185","1",2000,"UTD"
"P000643218","1",2006,"UTD"
"P000643307","0",2001,"FAMM"
"P000643420","1",2005,"FAMM"
"P000643517","0",2004,"UTD"
"P000643525","1",2005,"UTD"
"P000643531","0",2005,"FAMM"
"P000643575","1",2000,"FAMM"
"P000643595","0",2004,"FAMM"
"P000643688","1",2011,"NRD"
"P000643769","0",2001,"FAMM"
"P000643800","1",2007,"FAMM"
"P000643873","1",2002,"FAMM"
"P000643884","1",2008,"UTD"
"P000643893","0",2001,"UTD"
"P000643917","1",2001,"FAMM"
"P000643942","0",2001,"FAMM"
"P000644005","1",2005,"FAMM"
"P000644010","0",2005,"UTD"
"P000644027","0",2009,"FAMM"
"P000644040","0",2012,"ARB"
"P000644098","0",2007,"FAMM"
"P000644155","0",2006,"UTD"
"P000644233","1",2009,"UTD"
"P000644242","0",2009,"FAMM"
"P000644260","1",2007,"FAMM"
"P000644267","0",2000,"UTD"
"P000644273","1",2003,"UTD"
"P000644348","0",2005,"FAMM"
"P000644383","0",2002,"FAMM"
"P000644400","1",2000,"UTD"
"P000644448","0",2005,"FAMM"
"P000644497","1",2009,"UTD"
"P000644499","1",2008,"FAMM"
"P000644558","0",2007,"UTD"
"P000644567","0",2009,"UTD"
"P000644648","0",2008,"FAMM"
"P000644714","1",2007,"FAMM"
"P000644767","0",2008,"UTD"
"P000644783","1",2007,"UTD"
"P000644790","1",2007,"UTD"
"P000644796","1",2007,"FAMM"
"P000644799","1",2005,"FAMM"
"P000644852","1",2004,"UTD"
"P000644865","0",2000,"FAMM"
"P000644882","1",2005,"UTD"
"P000644888","1",2005,"FAMM"
"P000644920","0",2001,"FAMM"
"P000644935","0",2009,"UTD"
"P000644991","0",2002,"FAMM"
"P000644998","1",2000,"FAMM"
"P000645004","0",2000,"UTD"
"P000645030","0",2005,"UTD"
"P000645045","0",2007,"FAMM"
"P000645061","1",2007,"UTD"
"P000645068","1",2002,"FAMM"
"P000645124","1",2008,"UTD"
"P000645133","0",2006,"FAMM"
"P000645195","0",2003,"UTD"
"P000645236","0",2003,"UTD"
"P000645265","0",2008,"FAMM"
"P000645294","0",2004,"UTD"
